id_anssi,type_bulletin,titre,date_publication,lien,nb_cve,cve_id,annee,cvss_score,cvss_severity,cvss_version,cwe_id,cwe_desc,description,vendor,product,versions,epss_score,epss_percentile,source,criticite,risque_combine
CERTFR-2023-ALE-004,Alerte,Vulnérabilité dans les produits Fortinet,2023-06-13,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-004/,1,CVE-2023-27997,2023,9.2,CRITICAL,cvssV3_1,CWE-122,Execute unauthorized code or commands,"A heap-based buffer overflow vulnerability [CWE-122] in FortiOS version 7.2.4 and below, version 7.0.11 and below, version 6.4.12 and below, version 6.0.16 and below and FortiProxy version 7.2.3 and below, version 7.0.9 and below, version 2.0.12 and below, version 1.2 all versions, version 1.1 all versions SSL-VPN may allow a remote attacker to execute arbitrary code or commands via specifically crafted requests.",Fortinet,FortiOS-6K7K,"7.0.10, 7.0.5, 6.4.12, 6.4.10, 6.4.8",0.90645,0.99596,zip,Critique,8.33934
CERTFR-2024-AVI-0739,Avis,Multiples vulnérabilités dans les produits Cisco,2024-09-05,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0739/,3,CVE-2024-20439,2024,9.8,CRITICAL,cvssV3_1,CWE-912,Hidden Functionality,"A vulnerability in Cisco Smart Licensing Utility could allow an unauthenticated, remote attacker to log in to an affected system by using a static administrative credential.

This vulnerability is due to an undocumented static user credential for an administrative account. An attacker could exploit this vulnerability by using the static credentials to log in to the affected system. A successful exploit could allow the attacker to log in to the affected system with administrative privileges over the API of the Cisco Smart Licensing Utility application.",Cisco,Cisco Smart License Utility,"2.1.0, 2.0.0, 2.2.0",0.84893,0.9931,zip,Critique,8.319514
CERTFR-2023-AVI-0597,Avis,Multiples vulnérabilités dans IBM Cognos Analytics,2023-07-28,https://www.cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0597/,20,CVE-2023-30547,2023,9.8,CRITICAL,cvssV3_1,CWE-74,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. There exists a vulnerability in exception sanitization of vm2 for versions up to 3.9.16, allowing attackers to raise an unsanitized host exception inside `handleException()` which can be used to escape the sandbox and run arbitrary code in host context. This vulnerability was patched in the release of version `3.9.17` of `vm2`. There are no known workarounds for this vulnerability. Users are advised to upgrade.",patriksimek,vm2,< 3.9.17,0.83556,0.99258,zip,Critique,8.188488
CERTFR-2024-AVI-0520,Avis,Multiples vulnérabilités dans les produits Progress,2024-06-26,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0520/,2,CVE-2024-5806,2024,9.1,CRITICAL,cvssV3_1,CWE-287,CWE-287 Improper Authentication,"Improper Authentication vulnerability in Progress MOVEit Transfer (SFTP module) can lead to Authentication Bypass.This issue affects MOVEit Transfer: from 2023.0.0 before 2023.0.11, from 2023.1.0 before 2023.1.6, from 2024.0.0 before 2024.0.2.",Progress,MOVEit Transfer,"2023.0.0, 2023.1.0, 2024.0.0",0.89937,0.99554,zip,Critique,8.184267
CERTFR-2024-AVI-0624,Avis,Vulnérabilité dans Spring Cloud Skipper,2024-07-25,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0624/,1,CVE-2024-37084,2024,9.8,CRITICAL,cvssV3_1,,,"In Spring Cloud Data Flow versions prior to 2.11.4,  a malicious user who has access to the Skipper server api can use a crafted upload request to write an arbitrary file to any location on the file system which could lead to compromising the server",Spring,Spring Cloud Data Flow,2.11.x,0.83304,0.99248,zip,Critique,8.163792
CERTFR-2026-AVI-0110,Avis,Multiples vulnérabilités Ivanti Endpoint Manager Mobile (EPMM),2026-01-30,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0110/,2,CVE-2026-1281,2026,9.8,CRITICAL,cvssV3_1,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection'),A code injection in Ivanti Endpoint Manager Mobile allowing attackers to achieve unauthenticated remote code execution.,Ivanti,Endpoint Manager Mobile,,0.81586,0.99206,zip,Critique,7.995428000000001
CERTFR-2024-AVI-0685,Avis,Vulnérabilité dans SolarWinds Web Help Desk,2024-08-16,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0685/,1,CVE-2024-28986,2024,9.8,CRITICAL,cvssV3_1,CWE-502,CWE-502 Deserialization of Untrusted Data,"SolarWinds Web Help Desk was found to be susceptible to a Java Deserialization Remote Code Execution vulnerability that, if exploited, would allow an attacker to run commands on the host machine. 

While it was reported as an unauthenticated vulnerability, SolarWinds has been unable to reproduce it without authentication after thorough testing.  

However, out of an abundance of caution, we recommend all Web Help Desk customers apply the patch, which is now available.",SolarWinds,Web Help Desk,previous versions,0.81538,0.99142,zip,Critique,7.990724
CERTFR-2024-AVI-0851,Avis,Multiples vulnérabilités dans les produits Ivanti,2024-10-09,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0851/,6,CVE-2024-37404,2024,9.1,CRITICAL,cvssV3_0,,,"Improper Input Validation in the admin portal of Ivanti Connect Secure before 22.7R2.1 and 9.1R18.9, or Ivanti Policy Secure before 22.7R1.1 allows a remote authenticated attacker to achieve remote code execution.",Ivanti,Connect Secure,"22.7R2.1, 9.1R18.9",0.87194,0.99422,zip,Critique,7.934654
CERTFR-2024-AVI-0106,Avis,Multiples vulnérabilités dans Fortinet FortiSIEM,2024-02-08,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0106/,3,CVE-2023-34992,2024,9.6,CRITICAL,cvssV3_1,CWE-78,Execute unauthorized code or commands,A improper neutralization of special elements used in an os command ('os command injection') in Fortinet FortiSIEM version 7.0.0 and 6.7.0 through 6.7.5 and 6.6.0 through 6.6.3 and 6.5.0 through 6.5.1 and 6.4.0 through 6.4.2 allows attacker to execute unauthorized code or commands via crafted API requests.,Fortinet,FortiSIEM,"7.0.0, 6.7.0, 6.6.0, 6.5.0, 6.4.0",0.81892,0.99164,zip,Critique,7.861631999999999
CERTFR-2023-AVI-0597,Avis,Multiples vulnérabilités dans IBM Cognos Analytics,2023-07-28,https://www.cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0597/,20,CVE-2023-29017,2023,10.0,CRITICAL,cvssV3_1,CWE-913,CWE-913: Improper Control of Dynamically-Managed Code Resources,"vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Prior to version 3.9.15, vm2 was not properly handling host objects passed to `Error.prepareStackTrace` in case of unhandled async errors. A threat actor could bypass the sandbox protections to gain remote code execution rights on the host running the sandbox. This vulnerability was patched in the release of version 3.9.15 of vm2. There are no known workarounds.",patriksimek,vm2,< 3.9.15,0.7806,0.98967,zip,Critique,7.805999999999999
CERTFR-2024-AVI-0792,Avis,Multiples vulnérabilités dans VMware vCenter Server,2024-09-18,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0792/,2,CVE-2024-38812,2024,9.8,CRITICAL,cvssV3_1,CWE-122,CWE-122 Heap-based Buffer Overflow,The vCenter Server contains a heap-overflow vulnerability in the implementation of the DCERPC protocol. A malicious actor with network access to vCenter Server may trigger this vulnerability by sending a specially crafted network packet potentially leading to remote code execution.,,VMware vCenter Server,"8.0, 7.0",0.79504,0.99041,zip,Critique,7.791392
CERTFR-2023-AVI-0146,Avis,Multiples vulnérabilités dans les produits Fortinet,2023-02-17,https://www.cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0146/,39,CVE-2021-42756,2023,9.3,CRITICAL,cvssV3_1,CWE-121,Execute unauthorized code or commands,"Multiple stack-based buffer overflow vulnerabilities [CWE-121] in the proxy daemon of FortiWeb 5.x all versions, 6.0.7 and below, 6.1.2 and below, 6.2.6 and below, 6.3.16 and below, 6.4 all versions may allow an unauthenticated remote attacker to achieve arbitrary code execution via specifically crafted HTTP requests.",Fortinet,FortiWeb,"6.4.0, 6.3.0, 6.2.0, 6.1.0, 6.0.0",0.83169,0.9924,zip,Critique,7.734717000000001
CERTFR-2024-AVI-0859,Avis,Multiples vulnérabilités dans les produits Palo Alto Networks,2024-10-10,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0859/,25,CVE-2024-9464,2024,9.3,CRITICAL,cvssV4_0,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"An OS command injection vulnerability in Palo Alto Networks Expedition allows an authenticated attacker to run arbitrary OS commands as root in Expedition, resulting in disclosure of usernames, cleartext passwords, device configurations, and device API keys of PAN-OS firewalls.",Palo Alto Networks,Expedition,1.2.0,0.83054,0.99231,zip,Critique,7.724022
CERTFR-2023-AVI-0569,Avis,Multiples vulnérabilités dans Adobe ColdFusion,2023-07-20,https://www.cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0569/,3,CVE-2023-38204,2023,9.8,CRITICAL,cvssV3_1,CWE-502,Deserialization of Untrusted Data (CWE-502),"Adobe ColdFusion versions 2018u18 (and earlier), 2021u8 (and earlier) and 2023u2 (and earlier) are affected by a Deserialization of Untrusted Data vulnerability that could result in Arbitrary code execution. Exploitation of this issue does not require user interaction.",Adobe,ColdFusion,0,0.77995,0.98964,zip,Critique,7.643510000000001
CERTFR-2025-AVI-0879,Avis,Multiples vulnérabilités dans Microsoft Windows,2025-10-15,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0879/,135,CVE-2025-59287,2025,9.8,CRITICAL,cvssV3_1,CWE-502,CWE-502: Deserialization of Untrusted Data,Deserialization of untrusted data in Windows Server Update Service allows an unauthorized attacker to execute code over a network.,Microsoft,Windows Server 2019,10.0.17763.0,0.77979,0.98963,zip,Critique,7.641942
CERTFR-2025-AVI-0039,Avis,Multiples vulnérabilités dans Microsoft Windows,2025-01-15,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,135,CVE-2025-21298,2025,9.8,CRITICAL,cvssV3_1,CWE-416,CWE-416: Use After Free,Windows OLE Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0,0.74032,0.98783,zip,Critique,7.255136
CERTFR-2024-AVI-0403,Avis,Multiples vulnérabilités dans les produits Microsoft,2024-05-15,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0403/,11,CVE-2024-32002,2024,9.1,CRITICAL,cvssV3_1,CWE-22,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Git is a revision control system. Prior to versions 2.45.1, 2.44.1, 2.43.4, 2.42.2, 2.41.1, 2.40.2, and 2.39.4, repositories with submodules can be crafted in a way that exploits a bug in Git whereby it can be fooled into writing files not into the submodule's worktree but into a `.git/` directory. This allows writing a hook that will be executed while the clone operation is still running, giving the user no opportunity to inspect the code that is being executed. The problem has been patched in versions 2.45.1, 2.44.1, 2.43.4, 2.42.2, 2.41.1, 2.40.2, and 2.39.4. If symbolic link support is disabled in Git (e.g. via `git config --global core.symlinks false`), the described attack won't work. As always, it is best to avoid cloning repositories from untrusted sources.",git,git,"= 2.45.0, = 2.44.0, >= 2.43.0, < 2.43.4, >= 2.42.0, < 2.42.2, = 2.41.0",0.79594,0.99046,zip,Critique,7.243054
CERTFR-2026-AVI-0110,Avis,Multiples vulnérabilités Ivanti Endpoint Manager Mobile (EPMM),2026-01-30,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0110/,2,CVE-2026-1340,2026,9.8,CRITICAL,cvssV3_1,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection'),A code injection in Ivanti Endpoint Manager Mobile allowing attackers to achieve unauthenticated remote code execution.,Ivanti,Endpoint Manager Mobile,,0.73873,0.98841,zip,Critique,7.239554000000001
CERTFR-2025-ALE-009,Alerte,Multiples vulnérabilités dans Citrix NetScaler ADC et NetScaler Gateway,2025-07-01,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-009/,2,CVE-2025-5777,2025,9.3,CRITICAL,cvssV4_0,CWE-125,CWE-125 Out-of-bounds Read,"Insufficient input validation leading to memory overread when the NetScaler is configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) OR AAA virtual server",NetScaler,ADC,"14.1, 13.1",0.77205,0.98924,zip,Critique,7.180065000000001
CERTFR-2024-AVI-0359,Avis,Multiples vulnérabilités dans les produits HPE Aruba Networking,2024-05-02,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0359/,10,CVE-2024-26304,2024,9.8,CRITICAL,cvssV3_1,,,"There is a buffer overflow vulnerability in the underlying L2/L3 Management service that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba's access point management protocol) UDP port (8211). Successful exploitation of this vulnerability results in the ability to execute arbitrary code as a privileged user on the underlying operating system. 

",Hewlett Packard Enterprise (HPE),Aruba Mobility Conductor (formerly Mobility Master); Aruba Mobility Controllers; WLAN Gateways and SD-WAN Gateways managed by Aruba Central,"ArubaOS 10.5.x.x: 10.5.1.0 and below, ArubaOS 10.4.x.x: 10.4.1.0 and below, ArubaOS 8.11.x.x: 8.11.2.1 and below, ArubaOS 8.10.x.x: 8.10.0.10 and below",0.73237,0.98744,zip,Critique,7.177226
CERTFR-2023-ALE-010,Alerte,Multiples vulnérabilités dans Exim,2023-10-02,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-010/,6,CVE-2023-42115,2023,9.8,CRITICAL,cvssV3_0,CWE-787,CWE-787: Out-of-bounds Write,"Exim AUTH Out-Of-Bounds Write Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of Exim. Authentication is not required to exploit this vulnerability. 

The specific flaw exists within the smtp service, which listens on TCP port 25 by default. The issue results from the lack of proper validation of user-supplied data, which can result in a write past the end of a buffer. An attacker can leverage this vulnerability to execute code in the context of the service account.
. Was ZDI-CAN-17434.",Exim,Exim,exim 4.95,0.72904,0.98732,zip,Critique,7.144592000000001
CERTFR-2024-AVI-0397,Avis,Multiples vulnérabilités dans les produits Intel,2024-05-15,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0397/,95,CVE-2024-22476,2024,10.0,CRITICAL,cvssV3_1,,escalation of privilege,Improper input validation in some Intel(R) Neural Compressor software before version 2.5.0 may allow an unauthenticated user to potentially enable escalation of privilege via remote access.,,Intel(R) Neural Compressor software,before version 2.5.0,0.69,0.98577,zip,Critique,6.9
CERTFR-2024-AVI-0857,Avis,Multiples vulnérabilités dans les produits Microsoft,2024-10-09,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0857/,15,CVE-2024-43468,2024,9.8,CRITICAL,cvssV3_1,CWE-89,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Microsoft Configuration Manager Remote Code Execution Vulnerability,Microsoft,Microsoft Configuration Manager,1.0.0,0.69379,0.98591,zip,Critique,6.799142000000001
CERTFR-2024-AVI-0740,Avis,Multiples vulnérabilités dans les produits Veeam,2024-09-05,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0740/,18,CVE-2024-40711,2024,9.8,CRITICAL,cvssV3_0,,,A deserialization of untrusted data vulnerability with a malicious payload can allow an unauthenticated remote code execution (RCE).,Veeam,Backup and  Recovery,12.1.2,0.68197,0.98538,zip,Critique,6.683306
CERTFR-2024-AVI-0767,Avis,Multiples vulnérabilités dans Ivanti Endpoint Manager,2024-09-11,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0767/,16,CVE-2024-29847,2024,10.0,CRITICAL,cvssV3_0,,,"Deserialization of untrusted data in the agent portal of Ivanti EPM before 2022 SU6, or the 2024 September update allows a remote unauthenticated attacker to achieve remote code execution.",Ivanti,EPM,"2024 September Security Update, 2022 SU6",0.66556,0.98476,zip,Critique,6.655600000000001
CERTFR-2026-AVI-0136,Avis,Vulnérabilité dans Fortinet FortiClientEMS,2026-02-09,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0136/,1,CVE-2026-21643,2026,9.1,CRITICAL,cvssV3_1,CWE-89,Execute unauthorized code or commands,An improper neutralization of special elements used in an sql command ('sql injection') vulnerability in Fortinet FortiClientEMS 7.4.4 may allow an unauthenticated attacker to execute unauthorized code or commands via specifically crafted HTTP requests.,Fortinet,FortiClientEMS,7.4.4,0.70889,0.98723,zip,Critique,6.450899
CERTFR-2025-AVI-0575,Avis,Multiples vulnérabilités dans les produits Fortinet,2025-07-09,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0575/,8,CVE-2025-25257,2025,9.6,CRITICAL,cvssV3_1,CWE-89,Execute unauthorized code or commands,"An improper neutralization of special elements used in an SQL command ('SQL Injection') vulnerability [CWE-89] vulnerability in Fortinet FortiWeb 7.6.0 through 7.6.3, FortiWeb 7.4.0 through 7.4.7, FortiWeb 7.2.0 through 7.2.10, FortiWeb 7.0.0 through 7.0.10 allows an unauthenticated attacker to execute unauthorized SQL code or commands via crafted HTTP or HTTPs requests.",Fortinet,FortiWeb,"7.6.0, 7.4.0, 7.2.0, 7.0.0",0.64942,0.98407,zip,Critique,6.234432
CERTFR-2024-AVI-1039,Avis,Multiples vulnérabilités dans les produits Veeam,2024-12-04,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1039/,11,CVE-2024-42448,2024,9.9,CRITICAL,cvssV3_0,,,"From the VSPC management agent machine, under condition that the management agent is authorized on the server, it is possible to perform Remote Code Execution (RCE) on the VSPC server machine.",Veeam,Service Provider Console,8.1,0.61286,0.98247,zip,Critique,6.067314
CERTFR-2023-AVI-0939,Avis,Multiples vulnérabilités dans les produits Adobe,2023-11-15,https://www.cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0939/,23,CVE-2023-44350,2023,9.8,CRITICAL,cvssV3_1,CWE-502,Deserialization of Untrusted Data (CWE-502),Adobe ColdFusion versions 2023.5 (and earlier) and 2021.11 (and earlier) are affected by an Deserialization of Untrusted Data vulnerability that could result in Arbitrary code execution. Exploitation of this issue does not require user interaction.,Adobe,ColdFusion,0,0.6189,0.98271,zip,Critique,6.06522
CERTFR-2025-AVI-0360,Avis,Multiples vulnérabilités dans les produits Tenable,2025-05-02,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0360/,5,CVE-2025-32433,2025,10.0,CRITICAL,cvssV3_1,CWE-306,CWE-306: Missing Authentication for Critical Function,"Erlang/OTP is a set of libraries for the Erlang programming language. Prior to versions OTP-27.3.3, OTP-26.2.5.11, and OTP-25.3.2.20, a SSH server may allow an attacker to perform unauthenticated remote code execution (RCE). By exploiting a flaw in SSH protocol message handling, a malicious actor could gain unauthorized access to affected systems and execute arbitrary commands without valid credentials. This issue is patched in versions OTP-27.3.3, OTP-26.2.5.11, and OTP-25.3.2.20. A temporary workaround involves disabling the SSH server or to prevent access via firewall rules.",erlang,otp,">= OTP-27.0-rc1, < OTP-27.3.3, >= OTP-26.0-rc1, < OTP-26.2.5.11, < OTP-25.3.2.20",0.59319,0.98277,zip,Critique,5.9319
CERTFR-2025-AVI-0767,Avis,Vulnérabilité dans les produits Adobe,2025-09-09,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0767/,1,CVE-2025-54236,2025,9.1,CRITICAL,cvssV3_1,CWE-20,Improper Input Validation (CWE-20),"Adobe Commerce versions 2.4.9-alpha2, 2.4.8-p2, 2.4.7-p7, 2.4.6-p12, 2.4.5-p14, 2.4.4-p15 and earlier are affected by an Improper Input Validation vulnerability. A successful attacker can abuse this to achieve session takeover, increasing the confidentiality, and integrity impact to high. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0,0.61713,0.98265,zip,Critique,5.615882999999999
CERTFR-2025-ALE-014,Alerte,[MàJ] Vulnérabilité dans React Server Components,2025-12-05,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-014/,2,CVE-2025-55182,2025,10.0,CRITICAL,cvssV3_1,,Deserialization of Untrusted Data (CWE-502),"A pre-authentication remote code execution vulnerability exists in React Server Components versions 19.0.0, 19.1.0, 19.1.1, and 19.2.0 including the following packages: react-server-dom-parcel, react-server-dom-turbopack, and react-server-dom-webpack. The vulnerable code unsafely deserializes payloads from HTTP requests to Server Function endpoints.",Meta,react-server-dom-webpack,"19.0.0, 19.1.0, 19.2.0",0.5512,0.9797,zip,Critique,5.5120000000000005
CERTFR-2026-AVI-0210,Avis,Multiples vulnérabilités dans Cisco Catalyst SD-WAN,2026-02-25,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0210/,6,CVE-2026-20127,2026,10.0,CRITICAL,cvssV3_1,CWE-287,Improper Authentication,"A vulnerability in the peering authentication in Cisco Catalyst SD-WAN Controller, formerly SD-WAN vSmart, and Cisco Catalyst SD-WAN Manager, formerly SD-WAN vManage, could allow an unauthenticated, remote attacker to bypass authentication and obtain administrative privileges on an affected system.

This vulnerability exists because the peering authentication mechanism in an affected system is not working properly. An attacker could exploit this vulnerability by sending crafted requests to an affected system. A successful exploit could allow the attacker to log in to an affected Cisco Catalyst SD-WAN Controller as an internal, high-privileged, non-root&nbsp;user account. Using this account, the attacker could access NETCONF, which would then allow the attacker to manipulate network configuration for the SD-WAN fabric.&nbsp;",Cisco,Cisco Catalyst SD-WAN Manager,"20.1.12, 19.2.1, 18.4.4, 18.4.5, 20.1.1.1",0.54797,0.98086,zip,Critique,5.479699999999999
CERTFR-2024-AVI-0300,Avis,Multiples vulnérabilités dans PHP,2024-04-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0300/,4,CVE-2024-1874,2024,9.4,CRITICAL,cvssV3_1,CWE-116,CWE-116 Improper Encoding or Escaping of Output,"In PHP versions 8.1.* before 8.1.28, 8.2.* before 8.2.18, 8.3.* before 8.3.5, when using proc_open() command with array syntax, due to insufficient escaping, if the arguments of the executed command are controlled by a malicious user, the user can supply arguments that would execute arbitrary commands in Windows shell. 

",PHP Group,PHP,"8.1.*, 8.2.*, 8.3.*",0.57549,0.98077,zip,Critique,5.409606
CERTFR-2025-ALE-003,Alerte,[MàJ] Vulnérabilité dans les produits Ivanti,2025-04-03,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-003/,2,CVE-2025-22457,2025,9.0,CRITICAL,cvssV3_1,CWE-121,CWE-121 Stack-based Buffer Overflow,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.6, Ivanti Policy Secure before version 22.7R1.4, and Ivanti ZTA Gateways before version 22.8R2.2 allows a remote unauthenticated attacker to achieve remote code execution.",Ivanti,Connect Secure,,0.58941,0.9826,zip,Critique,5.30469
CERTFR-2025-AVI-0121,Avis,Multiples vulnérabilités dans les produits Ivanti,2025-02-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0121/,10,CVE-2025-22467,2025,9.9,CRITICAL,cvssV3_1,CWE-121,CWE-121 Stack-based Buffer Overflow,A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.6 allows a remote authenticated attacker to achieve remote code execution.,Ivanti,Connect Secure,,0.5325,0.97879,zip,Critique,5.27175
CERTFR-2024-AVI-0502,Avis,Multiples vulnérabilités dans les produits VMware,2024-06-18,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0502/,3,CVE-2024-37079,2024,9.8,CRITICAL,cvssV3_1,,Heap-overflow vulnerability,vCenter Server contains a heap-overflow vulnerability in the implementation of the DCERPC protocol. A malicious actor with network access to vCenter Server may trigger this vulnerability by sending a specially crafted network packet potentially leading to remote code execution.,,VMware vCenter Server,"8.0, 8.0, 7.0",0.53779,0.97908,zip,Critique,5.270342
CERTFR-2024-AVI-0431,Avis,Multiples vulnérabilités dans les produits Veeam,2024-05-22,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0431/,5,CVE-2024-29849,2024,9.8,CRITICAL,cvssV3_0,,,Veeam Backup Enterprise Manager allows unauthenticated users to log in as any user to enterprise manager web interface.,Veeam,Backup & Replication,"12.1.2.172, 11.0.1.1261 P20240304",0.53623,0.97897,zip,Critique,5.255054
CERTFR-2024-AVI-0108,Avis,Multiples vulnérabilités dans les produits Fortinet,2024-02-09,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0108/,7,CVE-2024-23113,2024,9.8,CRITICAL,cvssV3_1,CWE-134,Execute unauthorized code or commands,"A use of externally-controlled format string in Fortinet FortiOS versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.6, 7.0.0 through 7.0.13, FortiProxy versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.8, 7.0.0 through 7.0.14, FortiPAM versions 1.2.0, 1.1.0 through 1.1.2, 1.0.0 through 1.0.3, FortiSwitchManager versions 7.2.0 through 7.2.3, 7.0.0 through 7.0.3 allows attacker to execute unauthorized code or commands via specially crafted packets.",Fortinet,FortiSwitchManager,"7.2.0, 7.0.0",0.51233,0.97783,zip,Critique,5.020834
CERTFR-2025-AVI-0177,Avis,Multiples vulnérabilités dans les produits VMware,2025-03-05,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0177/,5,CVE-2025-22224,2025,9.3,CRITICAL,cvssV3_1,,Heap-overflow vulnerability,"VMware ESXi, and Workstation contain a TOCTOU (Time-of-Check Time-of-Use) vulnerability that leads to an out-of-bounds write. A malicious actor with local administrative privileges on a virtual machine may exploit this issue to execute code as the virtual machine's VMX process running on the host.",VMware,ESXi,"8.0, 8.0, 7.0",0.51468,0.97792,zip,Critique,4.786524000000001
CERTFR-2024-AVI-0767,Avis,Multiples vulnérabilités dans Ivanti Endpoint Manager,2024-09-11,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0767/,16,CVE-2024-34783,2024,9.1,CRITICAL,cvssV3_0,,,"An unspecified SQL injection in Ivanti EPM before 2022 SU6, or the 2024 September update allows a remote authenticated attacker with admin privileges to achieve remote code execution.",Ivanti,EPM,"2024 September Security Update, 2022 SU6",0.50062,0.9773,zip,Critique,4.555642
CERTFR-2024-AVI-0767,Avis,Multiples vulnérabilités dans Ivanti Endpoint Manager,2024-09-11,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0767/,16,CVE-2024-32840,2024,9.1,CRITICAL,cvssV3_0,,,"An unspecified SQL injection in Ivanti EPM before 2022 SU6, or the 2024 September update allows a remote authenticated attacker with admin privileges to achieve remote code execution.",Ivanti,EPM,"2024 September Security Update, 2022 SU6",0.50062,0.9773,zip,Critique,4.555642
CERTFR-2024-AVI-0767,Avis,Multiples vulnérabilités dans Ivanti Endpoint Manager,2024-09-11,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-0767/,16,CVE-2024-34779,2024,9.1,CRITICAL,cvssV3_0,,,"An unspecified SQL injection in Ivanti EPM before 2022 SU6, or the 2024 September update allows a remote authenticated attacker with admin privileges to achieve remote code execution.",Ivanti,EPM,"2024 September Security Update, 2022 SU6",0.50062,0.9773,zip,Critique,4.555642
